id,sku,cost,tracked,country_code_of_origin,created_at,updated_at
3002742,AL-0468-S/M-BRO,27.35,True,BD,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002743,AL-0468-M/L-BRO,29.46,True,CN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002744,AL-0468-L/X-BRO,30.82,True,BD,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002745,AL-0469-S/M-TAN,31.05,True,VN,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002746,AL-0469-S/M-BRO,26.23,True,CN,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002747,AL-0469-S/M-BLA,24.07,True,PT,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002748,AL-0469-M/L-TAN,27.32,True,IN,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002749,AL-0469-M/L-BRO,15.71,True,PT,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002750,AL-0469-M/L-BLA,19.38,True,BD,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002751,AL-0469-L/X-TAN,21.89,True,CN,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002752,AL-0469-L/X-BRO,18.12,True,BD,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002753,AL-0469-L/X-BLA,16.33,True,PT,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002754,AL-0470-S/M-BLA,19.56,True,VN,2023-11-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002755,AL-0470-M/L-BLA,27.79,True,BD,2023-11-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002756,AL-0471-S/M-BLA,20.1,True,IN,2024-06-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002757,AL-0471-S/M-BRO,20.35,True,IN,2024-06-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002758,AL-0471-S/M-TAN,22.1,True,PT,2024-06-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002759,AL-0472-S/M-BLA,26.44,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002760,AL-0472-S/M-TAN,23.8,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002761,AL-0472-S/M-BRO,17.52,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002762,AL-0472-M/L-BLA,31.11,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002763,AL-0472-M/L-TAN,21.57,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002764,AL-0472-M/L-BRO,23.76,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002765,AL-0473-S/M-BRO,18.59,True,BD,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002766,AL-0473-S/M-BLA,16.76,True,IN,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002767,AL-0473-S/M-TAN,30.35,True,CN,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002768,AL-0473-M/L-BRO,20.0,True,IN,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002769,AL-0473-M/L-BLA,21.18,True,IN,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002770,AL-0473-M/L-TAN,19.61,True,IN,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002771,AL-0473-L/X-BRO,21.12,True,BD,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002772,AL-0473-L/X-BLA,30.94,True,BD,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002773,AL-0473-L/X-TAN,18.42,True,PT,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002774,AL-0474-S/M-BLA,15.69,True,IN,2022-11-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002775,AL-0474-M/L-BLA,20.64,True,CN,2022-11-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002776,AL-0474-L/X-BLA,15.79,True,CN,2022-11-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002777,AL-0475-S/M-TAN,23.88,True,VN,2024-11-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002778,AL-0476-S/M-BRO,17.23,True,PT,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002779,AL-0476-S/M-TAN,21.4,True,IN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002780,AL-0476-S/M-BLA,31.0,True,CN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002781,AL-0477-S/M-BLA,18.92,True,IN,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002782,AL-0477-S/M-TAN,23.14,True,CN,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002783,AL-0478-S/M-BLA,25.05,True,VN,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002784,AL-0478-S/M-BRO,26.12,True,VN,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002785,AL-0478-S/M-TAN,20.07,True,PT,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002786,AL-0478-M/L-BLA,31.14,True,BD,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002787,AL-0478-M/L-BRO,19.66,True,VN,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002788,AL-0478-M/L-TAN,20.1,True,IN,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002789,AL-0479-S/M-BLA,30.04,True,BD,2024-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002790,AL-0479-S/M-TAN,24.48,True,PT,2024-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002791,AL-0479-S/M-BRO,29.3,True,VN,2024-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002792,AL-0479-M/L-BLA,17.49,True,BD,2024-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002793,AL-0479-M/L-TAN,15.28,True,VN,2024-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002794,AL-0479-M/L-BRO,30.14,True,VN,2024-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002795,AL-0480-S/M-BRO,20.19,True,IN,2023-08-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002796,AL-0480-S/M-TAN,20.7,True,PT,2023-08-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002797,AL-0480-S/M-BLA,20.38,True,BD,2023-08-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002798,AL-0480-M/L-BRO,26.56,True,BD,2023-08-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002799,AL-0480-M/L-TAN,25.76,True,BD,2023-08-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002800,AL-0480-M/L-BLA,24.96,True,PT,2023-08-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002801,AL-0481-S/M-BLA,23.6,True,IN,2023-05-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002802,AL-0481-S/M-BRO,17.73,True,CN,2023-05-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002803,AL-0481-S/M-TAN,30.28,True,PT,2023-05-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002804,AS-0482-S-BLA,6.18,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002805,AS-0483-S-OLI,7.35,True,PT,2022-11-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002806,AS-0483-S-GRA,6.47,True,PT,2022-11-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002807,AS-0484-S-BLA,7.03,True,CN,2023-08-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002808,AS-0484-S-STR,7.04,True,VN,2023-08-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002809,AS-0484-M-BLA,7.45,True,VN,2023-08-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002810,AS-0484-M-STR,7.03,True,VN,2023-08-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002811,AS-0485-S-WHI,6.98,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002812,AS-0485-M-WHI,4.48,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002813,AS-0485-L-WHI,4.84,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002814,AS-0486-S-GRA,7.39,True,IN,2024-06-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002815,AS-0486-S-WHI,6.34,True,PT,2024-06-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002816,AS-0486-S-OLI,6.84,True,VN,2024-06-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002817,AS-0486-M-GRA,6.66,True,BD,2024-06-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002818,AS-0486-M-WHI,6.71,True,PT,2024-06-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002819,AS-0486-M-OLI,6.79,True,PT,2024-06-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002820,AS-0487-S-OLI,6.57,True,CN,2024-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002821,AS-0487-S-STR,5.17,True,VN,2024-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002822,AS-0487-M-OLI,6.45,True,VN,2024-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002823,AS-0487-M-STR,4.7,True,PT,2024-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002824,AS-0487-L-OLI,5.8,True,PT,2024-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002825,AS-0487-L-STR,4.63,True,VN,2024-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002826,AS-0488-S-STR,7.26,True,CN,2023-08-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002827,AS-0488-S-WHI,5.35,True,CN,2023-08-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002828,AS-0488-M-STR,4.23,True,PT,2023-08-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002829,AS-0488-M-WHI,5.23,True,IN,2023-08-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002830,AS-0489-S-OLI,6.74,True,CN,2023-02-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002831,AS-0489-M-OLI,4.81,True,VN,2023-02-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002832,AS-0490-S-OLI,6.11,True,CN,2024-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002833,AS-0490-S-BLA,5.77,True,IN,2024-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002834,AS-0490-S-WHI,4.47,True,IN,2024-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002835,AS-0490-M-OLI,7.52,True,CN,2024-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002836,AS-0490-M-BLA,5.09,True,BD,2024-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002837,AS-0490-M-WHI,5.86,True,IN,2024-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002838,AS-0491-S-NAV,5.33,True,VN,2024-08-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002839,AS-0491-S-STR,4.92,True,BD,2024-08-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002840,AS-0492-S-BLA,4.34,True,VN,2023-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002841,AS-0493-S-GRA,6.34,True,IN,2023-12-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002842,AS-0493-S-STR,7.28,True,VN,2023-12-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002843,AS-0493-M-GRA,6.64,True,CN,2023-12-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002844,AS-0493-M-STR,6.98,True,CN,2023-12-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002845,AS-0494-S-GRA,7.1,True,BD,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002846,AS-0494-S-NAV,7.12,True,PT,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002847,AS-0494-S-BLA,7.55,True,CN,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002848,AS-0494-M-GRA,7.27,True,BD,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002849,AS-0494-M-NAV,5.47,True,CN,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002850,AS-0494-M-BLA,6.3,True,CN,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002851,AS-0495-S-STR,7.32,True,VN,2022-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002852,AS-0495-S-NAV,7.59,True,VN,2022-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002853,AS-0495-S-GRA,7.23,True,CN,2022-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002854,AS-0495-M-STR,6.49,True,IN,2022-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002855,AS-0495-M-NAV,5.63,True,VN,2022-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002856,AS-0495-M-GRA,6.59,True,IN,2022-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002857,AS-0496-S-NAV,6.59,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002858,AS-0496-S-OLI,5.3,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002859,AS-0496-M-NAV,6.25,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002860,AS-0496-M-OLI,6.55,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002861,AS-0496-L-NAV,6.89,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002862,AS-0496-L-OLI,7.43,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002863,AS-0497-S-NAV,6.6,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002864,AS-0497-S-OLI,6.75,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002865,AS-0497-M-NAV,5.9,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002866,AS-0497-M-OLI,5.28,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002867,AS-0498-S-BLA,4.6,True,PT,2024-11-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002868,AS-0498-S-GRA,7.58,True,VN,2024-11-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002869,AS-0498-M-BLA,6.14,True,CN,2024-11-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002870,AS-0498-M-GRA,4.91,True,VN,2024-11-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002871,AS-0498-L-BLA,4.74,True,PT,2024-11-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002872,AS-0498-L-GRA,5.62,True,IN,2024-11-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002873,AS-0499-S-STR,5.2,True,PT,2022-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002874,AS-0499-M-STR,7.24,True,IN,2022-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002875,AS-0499-L-STR,4.55,True,PT,2022-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002876,AS-0500-S-BLA,5.55,True,CN,2022-10-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002877,AS-0500-S-NAV,5.46,True,IN,2022-10-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002878,AS-0500-M-BLA,6.23,True,IN,2022-10-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002879,AS-0500-M-NAV,5.31,True,VN,2022-10-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002880,AS-0500-L-BLA,4.76,True,PT,2022-10-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002881,AS-0500-L-NAV,4.87,True,VN,2022-10-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002882,AS-0501-S-GRA,4.45,True,BD,2024-04-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002883,AS-0501-M-GRA,7.38,True,IN,2024-04-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002884,AS-0501-L-GRA,6.3,True,VN,2024-04-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002885,AS-0502-S-WHI,6.83,True,IN,2023-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002886,AS-0502-S-NAV,5.35,True,BD,2023-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002887,AS-0502-M-WHI,7.65,True,CN,2023-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002888,AS-0502-M-NAV,4.77,True,IN,2023-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002889,AS-0503-S-OLI,5.12,True,BD,2024-04-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002890,AS-0503-M-OLI,4.25,True,CN,2024-04-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002891,AS-0503-L-OLI,7.58,True,IN,2024-04-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002892,FS-0504-7-GRA,65.82,True,PT,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002893,FS-0504-7-WHI,79.08,True,PT,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002894,FS-0504-7-TAN,57.86,True,CN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002895,FS-0504-8-GRA,88.54,True,PT,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002896,FS-0504-8-WHI,78.74,True,BD,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002897,FS-0504-8-TAN,86.03,True,CN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002898,FS-0504-9-GRA,83.42,True,PT,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002899,FS-0504-9-WHI,51.64,True,BD,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002900,FS-0504-9-TAN,91.47,True,IN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002901,FS-0504-10-GRA,90.31,True,VN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002902,FS-0504-10-WHI,54.23,True,BD,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002903,FS-0504-10-TAN,42.23,True,CN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002904,FS-0504-11-GRA,81.59,True,VN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002905,FS-0504-11-WHI,76.54,True,PT,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002906,FS-0504-11-TAN,45.82,True,IN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002907,FS-0504-12-GRA,54.68,True,PT,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002908,FS-0504-12-WHI,76.46,True,BD,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002909,FS-0504-12-TAN,53.72,True,VN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002910,FS-0504-13-GRA,42.39,True,IN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002911,FS-0504-13-WHI,54.09,True,VN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002912,FS-0504-13-TAN,91.1,True,VN,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002913,FS-0505-7-WHI,44.39,True,BD,2024-02-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002914,FS-0505-7-NAV,74.0,True,IN,2024-02-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002915,FS-0505-7-BLA,47.29,True,BD,2024-02-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002916,FS-0506-7-WHI,51.55,True,BD,2024-11-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002917,FS-0506-8-WHI,90.51,True,IN,2024-11-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002918,FS-0506-9-WHI,63.85,True,BD,2024-11-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002919,FS-0506-10-WHI,94.42,True,VN,2024-11-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002920,FS-0506-11-WHI,85.94,True,VN,2024-11-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002921,FS-0507-7-GRA,73.89,True,PT,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002922,FS-0507-7-WHI,74.8,True,BD,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002923,FS-0507-8-GRA,81.28,True,IN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002924,FS-0507-8-WHI,56.4,True,VN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002925,FS-0507-9-GRA,79.54,True,CN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002926,FS-0507-9-WHI,73.88,True,VN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002927,FS-0507-10-GRA,74.69,True,PT,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002928,FS-0507-10-WHI,79.5,True,IN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002929,FS-0507-11-GRA,56.67,True,CN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002930,FS-0507-11-WHI,76.31,True,PT,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002931,FS-0507-12-GRA,73.04,True,CN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002932,FS-0507-12-WHI,44.38,True,IN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002933,FS-0507-13-GRA,76.22,True,BD,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002934,FS-0507-13-WHI,42.37,True,CN,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002935,FS-0508-7-TAN,69.16,True,CN,2022-09-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002936,FS-0508-8-TAN,83.32,True,IN,2022-09-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002937,FS-0508-9-TAN,61.47,True,IN,2022-09-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002938,FS-0508-10-TAN,43.86,True,PT,2022-09-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002939,FS-0508-11-TAN,49.85,True,PT,2022-09-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002940,FS-0508-12-TAN,82.48,True,BD,2022-09-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002941,FS-0508-13-TAN,42.68,True,PT,2022-09-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002942,FS-0509-7-BLA,73.2,True,BD,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002943,FS-0509-7-GRA,69.99,True,VN,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002944,FS-0509-8-BLA,75.07,True,VN,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002945,FS-0509-8-GRA,67.45,True,VN,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002946,FS-0509-9-BLA,58.08,True,PT,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002947,FS-0509-9-GRA,48.48,True,CN,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002948,FS-0509-10-BLA,59.59,True,VN,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002949,FS-0509-10-GRA,85.16,True,PT,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002950,FS-0509-11-BLA,89.78,True,BD,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002951,FS-0509-11-GRA,68.93,True,CN,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002952,FS-0510-7-TAN,43.07,True,BD,2023-11-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002953,FS-0510-7-GRA,93.64,True,CN,2023-11-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002954,FS-0511-7-TAN,87.09,True,CN,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002955,FS-0511-7-BLA,58.6,True,BD,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002956,FS-0511-7-WHI,84.18,True,PT,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002957,FS-0511-8-TAN,88.2,True,IN,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002958,FS-0511-8-BLA,86.12,True,PT,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002959,FS-0511-8-WHI,62.37,True,CN,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002960,FS-0512-7-WHI,75.72,True,VN,2023-04-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002961,FS-0512-7-BLA,59.92,True,PT,2023-04-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002962,FS-0513-7-BLA,49.36,True,CN,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002963,FS-0513-8-BLA,45.79,True,PT,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002964,FS-0513-9-BLA,51.41,True,BD,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002965,FS-0513-10-BLA,67.14,True,PT,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002966,FS-0514-7-BLA,52.97,True,CN,2024-06-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002967,FS-0514-8-BLA,83.51,True,IN,2024-06-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002968,FS-0514-9-BLA,88.68,True,BD,2024-06-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002969,FS-0515-7-NAV,54.91,True,CN,2024-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002970,FS-0515-7-GRA,68.67,True,BD,2024-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002971,FS-0515-8-NAV,54.79,True,BD,2024-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002972,FS-0515-8-GRA,49.32,True,VN,2024-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002973,FS-0515-9-NAV,45.44,True,PT,2024-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002974,FS-0515-9-GRA,71.11,True,BD,2024-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002975,FS-0515-10-NAV,70.94,True,BD,2024-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
